-1000, 0
0, -1000
-1000, 0
-1000, 0
0, -1000
-1000, 0
0, -1000
0, -1000
-1000, 0
-1000, 0
0, -1000
0, -1000
-1000, 0
0, -1000
0, -1000
0, -1000
-1000, 0
-1000, 0
-1000, 0
0, -1000
0, -1000
0, -1000
0, -1000
0, -1000
0, -1000
-1000, 0
-1000, 0
-1000, 0
0, -1000
-1000, 0
0, -1000
-1000, 0
0, -1000
0, -1000
0, -1000
-1000, 0
-1000, 0
-1000, 0
-1000, 0
0, -1000
-1000, 0
0, -1000
-1000, 0
0, -1000
-1000, 0
-1000, 0
0, -1000
-1000, 0
-1000, 0
-1000, 0
0, -1000
0, -1000
0, -1000
0, -1000
0, -1000
0, -1000
0, -1000
0, -1000
0, -1000
0, -1000
0, -1000
0, -1000
0, -1000
-1000, 0
-1000, 0
-1000, 0
0, -1000
-1000, 0
-1000, 0
-1000, 0
0, -1000
-1000, 0
-1000, 0
0, -1000
0, -1000
0, -1000
-1000, 0
-1000, 0
0, -1000
0, -1000
0, -1000
-1000, 0
0, -1000
-1000, 0
0, -1000
0, -1000
0, -1000
0, -1000
0, -1000
-1000, 0
0, -1000
0, -1000
0, -1000
-1000, 0
0, -1000
-1000, 0
-1000, 0
0, -1000
-1000, 0
0, -1000
-1000, 0
0, -1000
-1000, 0
-1000, 0
0, -1000
0, -1000
0, -1000
0, -1000
0, -1000
0, -1000
0, -1000
0, -1000
0, -1000
-1000, 0
-1000, 0
0, -1000
0, -1000
-1000, 0
0, -1000
-1000, 0
-1000, 0
0, -1000
0, -1000
-1000, 0
-1000, 0
0, -1000
-1000, 0
0, -1000
-1000, 0
-1000, 0
-1000, 0
0, -1000
-1000, 0
-1000, 0
-1000, 0
0, -1000
0, -1000
-1000, 0
-1000, 0
0, -1000
-1000, 0
0, -1000
-1000, 0
-1000, 0
-1000, 0
-1000, 0
-1000, 0
-1000, 0
0, -1000
0, -1000
-1000, 0
-1000, 0
0, -1000
-1000, 0
0, -1000
0, -1000
0, -1000
-1000, 0
0, -1000
0, -1000
0, -1000
-1000, 0
-1000, 0
0, -1000
0, -1000
0, -1000
-1000, 0
0, -1000
0, -1000
0, -1000
-1000, 0
0, -1000
-1000, 0
-1000, 0
0, -1000
0, -1000
-1000, 0
-1000, 0
0, -1000
-1000, 0
0, -1000
0, -1000
0, -1000
0, -1000
0, -1000
0, -1000
0, -1000
-1000, 0
-1000, 0
-1000, 0
-1000, 0
0, -1000
0, -1000
0, -1000
-1000, 0
-1000, 0
-1000, 0
0, -1000
-1000, 0
-1000, 0
-1000, 0
0, -1000
-1000, 0
0, -1000
-1000, 0
-1000, 0
-1000, 0
0, -1000
-1000, 0
-1000, 0
0, -1000
-1000, 0
0, -1000
0, -1000
-1000, 0
0, -1000
-1000, 0
0, -1000
-1000, 0
0, -1000
-1000, 0
0, -1000
-1000, 0
0, -1000
-1000, 0
0, -1000
-1000, 0
-1000, 0
0, -1000
0, -1000
-1000, 0
0, -1000
-1000, 0
0, -1000
-1000, 0
-1000, 0
-1000, 0
-1000, 0
-1000, 0
-1000, 0
-1000, 0
-1000, 0
-1000, 0
0, -1000
-1000, 0
-1000, 0
-1000, 0
0, -1000
-1000, 0
-1000, 0
0, -1000
0, -1000
0, -1000
0, -1000
0, -1000
0, -1000
0, -1000
0, -1000
-1000, 0
-1000, 0
0, -1000
0, -1000
-1000, 0
0, -1000
-1000, 0
0, -1000
-1000, 0
0, -1000
0, -1000
-1000, 0
0, -1000
-1000, 0
0, -1000
-1000, 0
-1000, 0
0, -1000
-1000, 0
0, -1000
0, -1000
0, -1000
-1000, 0
0, -1000
-1000, 0
-1000, 0
0, -1000
0, -1000
0, -1000
0, -1000
-1000, 0
-1000, 0
-1000, 0
0, -1000
0, -1000
0, -1000
0, -1000
-1000, 0
-1000, 0
-1000, 0
0, -1000
0, -1000
-1000, 0
-1000, 0
-1000, 0
0, -1000
40, -1000
-1000, 0
0, -1000
-1000, 0
0, -1000
0, -1000
-1000, 0
0, -1000
-1000, 0
-1000, 0
-1000, 0
0, -1000
-1000, 0
-1000, 0
-1000, 0
-1000, 0
-1000, 0
0, -1000
0, -1000
-1000, 0
-1000, 0
0, -1000
0, -1000
-1000, 0
0, -1000
-1000, 0
0, -1000
0, -1000
-1000, 0
-1000, 0
-1000, 0
0, -1000
-1000, 0
-1000, 0
0, -1000
-1000, 0
0, -1000
0, -1000
0, -1000
-1000, 0
-1000, 0
0, -1000
0, -1000
0, -1000
0, -1000
-1000, 0
0, -1000
-1000, 0
0, -1000
0, -1000
-1000, 0
0, -1000
0, -1000
-1000, 0
0, -1000
-1000, 0
0, -1000
0, -1000
-1000, 0
-1000, 0
-1000, 0
0, -1000
-1000, 0
0, -1000
0, -1000
-1000, 0
-1000, 0
-1000, 0
-1000, 0
-1000, 0
-1000, 0
-1000, 0
